"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.388615073E2,6.499998556E1,2.546753509E1,3.126858457E0,2.848851460E-1,1.972376277E2,4.739068094E0,3.371315860E0
6.398615217E2,6.499998834E1,2.546753537E1,3.323122555E0,1.218262657E-1,1.972376279E2,4.730198044E0,3.383749916E0
6.408615532E2,6.499999067E1,2.546753792E1,3.192074399E0,2.904006122E-2,1.972376302E2,4.737756648E0,3.373158606E0
6.418616514E2,6.499998334E1,2.546753560E1,2.798936498E0,8.078969158E-2,1.972376282E2,4.762271137E0,3.338459323E0
6.428617002E2,6.499998053E1,2.546755006E1,3.060353497E0,6.800373619E-2,1.972376416E2,4.762208630E0,3.338548486E0
6.438617589E2,6.499997715E1,2.546755919E1,3.400825412E0,4.028823609E-1,1.972376501E2,4.791532699E0,3.296323926E0
6.448618782E2,6.499992070E1,2.546754246E1,4.912607100E0,1.828252115E0,1.945579312E2,4.803431761E0,3.278960254E0
6.458619399E2,6.499988097E1,2.546754192E1,6.549142011E0,1.177823778E0,1.892858062E2,4.759276289E0,3.342727366E0
6.468620059E2,6.499985238E1,2.546752134E1,6.650101614E0,1.284163220E0,1.944052132E2,4.749969736E0,3.355938698E0
6.478621312E2,6.499984196E1,2.546747937E1,6.836509200E0,8.650167798E-1,2.150311343E2,4.776149637E0,3.318573741E0
6.488621968E2,6.499984116E1,2.546744412E1,6.576029287E0,6.113865892E-1,2.446920629E2,4.801431096E0,3.281889161E0
6.498622646E2,6.499985064E1,2.546736839E1,7.013850110E0,1.163805946E0,2.717240169E2,4.812120202E0,3.266195983E0
6.508623878E2,6.499986102E1,2.546736641E1,6.820267508E0,7.752451581E-1,2.916705198E2,4.821284081E0,3.252653815E0
6.518625077E2,6.499987414E1,2.546732346E1,5.953237480E0,1.031737797E0,2.965109629E2,4.810027794E0,3.269276626E0
6.528626209E2,6.499988116E1,2.546730464E1,5.622743460E0,8.224102878E-1,2.979405170E2,4.826717489E0,3.244585539E0
6.538627278E2,6.499988927E1,2.546729318E1,5.121440955E0,7.245437212E-1,2.990681360E2,4.826709044E0,3.244598101E0
6.548628286E2,6.499989781E1,2.546731114E1,5.405427988E0,5.052960560E-1,3.071138818E2,4.827650238E0,3.243197529E0
6.558629248E2,6.499988514E1,2.546724922E1,4.788619193E0,6.359817688E-1,2.085539198E2,4.811086610E0,3.267718266E0
6.568630136E2,6.499987168E1,2.546721928E1,5.350076841E0,1.082260376E0,2.051441896E2,4.801111345E0,3.282356910E0
6.578631009E2,6.499985780E1,2.546716960E1,6.017282576E0,1.409331121E0,2.116114351E2,4.793116809E0,3.294020079E0
6.588631805E2,6.499983155E1,2.546713353E1,5.017382678E0,1.727769909E0,2.066793366E2,4.777498621E0,3.316631417E0
6.598632593E2,6.499981697E1,2.546713915E1,4.593401694E0,1.200376019E0,2.061097322E2,4.750858672E0,3.354680150E0
6.608633329E2,6.499979154E1,2.546712397E1,3.723477646E0,1.730908308E0,1.993425486E2,4.741619699E0,3.367726186E0
6.618634020E2,6.499977707E1,2.546712033E1,3.045732806E0,1.178613630E0,1.985499451E2,4.723223525E0,3.393478535E0
6.628634685E2,6.499975739E1,2.546710291E1,3.123785571E0,1.616024992E0,1.979984731E2,4.729261925E0,3.385058150E0
6.638635314E2,6.499974547E1,2.546709602E1,3.426405301E0,1.124816351E0,1.935626810E2,4.726396808E0,3.389057428E0
6.648635912E2,6.499972691E1,2.546707237E1,2.932574837E0,1.337813124E0,1.969494434E2,4.730074713E0,3.383922317E0
6.658636475E2,6.499971024E1,2.546706825E1,2.084641397E0,1.490679818E0,1.912166954E2,4.736536274E0,3.374872021E0
6.668637022E2,6.499969732E1,2.546706373E1,1.539378760E0,1.248480795E0,1.869443581E2,4.725397420E0,3.390450745E0
6.678637544E2,6.499967699E1,2.546707306E1,1.313149974E0,1.614486820E0,1.803928773E2,4.735560896E0,3.376240517E0
6.688638030E2,6.499966824E1,2.546706772E1,1.290427624E0,1.149852861E0,1.805426058E2,4.723658210E0,3.392873435E0
6.698638506E2,6.499965229E1,2.546706690E1,1.758494144E0,1.371427259E0,1.789311905E2,4.730191533E0,3.383759019E0
6.708638963E2,6.499963562E1,2.546707630E1,8.713015784E-1,1.494872130E0,1.772929008E2,4.734252484E0,3.378074963E0
6.718639396E2,6.499962938E1,2.546708157E1,6.255099131E-1,1.120802980E0,1.762426059E2,4.725046541E0,3.390939725E0
6.728639811E2,6.499961523E1,2.546707800E1,2.687688489E-1,1.167899421E0,1.810957870E2,4.727637878E0,3.387325955E0
6.738640202E2,6.499959903E1,2.546707657E1,3.211599290E-1,1.299038482E0,1.807647923E2,4.736720388E0,3.374613608E0
6.748640592E2,6.499958756E1,2.546707908E1,2.674394194E-2,1.252096315E0,1.805803320E2,4.739684760E0,3.370448843E0
6.758640962E2,6.499956980E1,2.546706336E1,-8.123959228E-2,1.319611953E0,1.859603590E2,4.735395276E0,3.376472807E0
6.768641311E2,6.499955271E1,2.546704434E1,9.151030332E-3,1.437286768E0,1.907393234E2,4.730759104E0,3.382965464E0
6.778641661E2,6.499953737E1,2.546703118E1,-5.724916235E-2,1.456357196E0,1.885035334E2,4.725572013E0,3.390207396E0
6.788641981E2,6.499952389E1,2.546700933E1,-2.235276187E-1,1.155494775E0,1.965413118E2,4.720550154E0,3.397196385E0
