"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.902619042E0,-9.691210306E-1,-4.786282226E-1,-1.528104907E0
3.912618042E0,-3.228893879E-1,-4.728213528E-1,-6.594893271E-1
3.922617042E0,-6.538591893E-1,7.564192057E-2,-2.227426636E-1
3.932616042E0,-1.932596721E0,8.213785556E-1,-6.345983148E-1
3.942615042E0,-2.787472951E0,1.407260793E0,-1.737774366E0
3.952614042E0,-2.819705728E0,1.461507167E0,-2.771344576E0
3.962613042E0,-1.787166235E0,1.248758272E0,-3.500673047E0
3.972612042E0,-1.263497787E0,1.043012879E0,-3.333686509E0
3.982611042E0,-9.479553524E-1,8.033024731E-1,-2.459121387E0
3.992610042E0,-4.314254779E-1,6.436819643E-1,-1.367927451E0
4.002609042E0,9.811715573E-2,7.978350341E-1,-1.696025831E-1
4.012608042E0,6.012188264E-1,1.251255618E0,6.865847397E-1
4.022608042E0,8.021025514E-1,1.911880766E0,1.515356222E0
4.032606042E0,4.297152770E-1,2.711516158E0,2.649671035E0
4.042605042E0,-2.899544341E-1,3.205158569E0,3.778128108E0
4.052605042E0,-3.624496390E-1,3.050527489E0,4.915792206E0
4.062604042E0,4.862293106E-1,2.316918564E0,5.757878968E0
4.072603042E0,8.991020849E-1,1.814084330E0,6.119067326E0
4.082602042E0,8.055863956E-1,1.253764073E0,5.736530784E0
4.092601042E0,4.387241187E-1,4.870733562E-1,5.168531086E0
4.102599042E0,-2.288842318E-2,-9.499415785E-2,4.924030348E0
4.112599042E0,-8.958864452E-2,-9.671002328E-1,4.585601107E0
4.122598042E0,-9.155014783E-2,-1.962372643E0,3.954814593E0
4.132597042E0,-3.921579896E-1,-2.410358240E0,3.604073455E0
4.142596042E0,-4.766452125E-1,-2.220470788E0,3.211437017E0
4.152595042E0,-7.121378030E-1,-1.791042792E0,2.937170443E0
4.162594042E0,-8.285951892E-1,-1.205012328E0,2.689406959E0
4.172593042E0,-9.444074813E-1,-5.811378068E-1,2.389316157E0
4.182592042E0,-9.303934595E-1,-7.619038939E-2,1.932120611E0
4.192591042E0,-6.826984609E-1,1.579730558E-1,1.308961789E0
4.202590042E0,-7.382051289E-2,-2.875915012E-1,5.480840814E-1
4.212589042E0,5.541434048E-1,-7.995064607E-1,1.367301214E-1
4.222588042E0,7.364020669E-1,-1.126853181E0,4.382722020E-2
4.232587042E0,4.600230037E-1,-1.302424017E0,5.017905056E-2
4.242586042E0,-6.549093492E-2,-1.459967303E0,3.302448928E-2
4.252585042E0,-4.470439026E-1,-1.673245371E0,-1.240159357E-1
4.262584042E0,-5.308323833E-1,-1.915872368E0,-4.854364282E-1
4.272583042E0,-5.384579565E-1,-2.077105539E0,-1.088212441E0
4.282582042E0,-5.634891558E-1,-2.070721549E0,-1.824324267E0
4.292581042E0,-5.406739050E-1,-1.831297656E0,-2.661053810E0
4.302580042E0,-6.193658794E-1,-1.529831297E0,-3.452777334E0
4.312578625E0,-5.276262087E-1,-1.121157116E0,-4.057001703E0
4.322577625E0,-3.754554912E-1,-7.511742532E-1,-4.359599206E0
4.332576625E0,-4.114912234E-1,-5.929956678E-1,-3.972403602E0
4.342575625E0,-6.377843895E-1,-8.466733181E-1,-3.391980325E0
4.352574625E0,-8.327607456E-1,-1.303782325E0,-3.021123011E0
4.362573625E0,-7.328384082E-1,-1.673951422E0,-2.767387181E0
4.372572625E0,-7.067975409E-1,-1.871951300E0,-2.956667984E0
4.382571625E0,-7.648448972E-1,-1.674049655E0,-3.389999873E0
4.392570625E0,-8.522922000E-1,-1.089172554E0,-3.767735851E0
4.402569625E0,-7.146148297E-1,-3.719913813E-1,-3.706582162E0
4.412568625E0,-1.920508479E-1,2.803584954E-1,-2.838993938E0
4.422567625E0,4.442742958E-1,7.115447491E-1,-1.791697973E0
4.432566625E0,6.815604465E-1,8.531508636E-1,-1.152922407E0
4.442565625E0,3.681998274E-1,8.017783964E-1,-5.944659501E-1
4.452564625E0,2.579798855E-2,6.172937724E-1,-2.615389395E-1
4.462563625E0,-1.776469631E-1,3.241857156E-1,-1.474159080E-1
4.472562625E0,-3.317588831E-1,1.989994597E-1,1.310524750E-1
4.482561625E0,-4.044515412E-1,2.672098616E-1,5.776101816E-1
4.492560625E0,-1.916747989E-1,3.669542974E-1,8.980644965E-1
4.502559625E0,1.234497059E-1,5.003012198E-1,8.514662808E-1
4.512558625E0,5.536287037E-1,7.391395140E-1,5.965224159E-1
4.522557625E0,8.034295039E-1,1.063538653E0,2.812990201E-1
4.532556625E0,6.744036739E-1,1.313531680E0,2.411871207E-1
4.542555625E0,5.300312416E-1,1.395340367E0,4.857860917E-1
4.552554625E0,5.528083393E-1,1.228749685E0,7.070552570E-1
4.562553625E0,5.201001844E-1,9.590953946E-1,9.012342721E-1
4.572552625E0,1.858946800E-1,7.931379658E-1,1.063654135E0
4.582551625E0,-2.400481562E-1,7.608589965E-1,1.256967763E0
4.592550625E0,-5.290380920E-1,8.453372294E-1,1.625124832E0
4.602549625E0,-5.159568474E-1,1.037648936E0,2.194100431E0
4.612548625E0,-9.643520415E-4,1.252882898E0,2.637487192E0
4.622547625E0,5.553482967E-1,1.164326232E0,2.478217224E0
4.632546625E0,7.720519560E-1,9.474164584E-1,2.057501287E0
4.642545625E0,8.962691820E-1,8.488774261E-1,1.600948935E0
4.652544625E0,9.915116273E-1,8.339035839E-1,9.312626481E-1
4.662543625E0,9.164994518E-1,7.313010290E-1,2.724913591E-1
4.672542625E0,6.272879796E-1,4.902638894E-1,2.363006026E-1
4.682541625E0,2.123755868E-1,2.307551032E-1,1.483945565E0
4.692540625E0,-1.638861623E-1,-5.472409129E-2,3.382049414E0
4.702539625E0,-2.986253798E-1,-6.654058322E-1,4.997305316E0
4.712538625E0,-2.219800405E-1,-1.344317563E0,5.886010759E0
4.722537625E0,-1.916083599E-1,-1.889491778E0,5.803377323E0
4.732536625E0,-1.703012522E-1,-1.983830463E0,5.086685269E0
4.742535625E0,-2.356217408E-1,-1.445537836E0,3.630564265E0
4.752534625E0,-3.091646571E-1,-8.792311996E-1,1.553694661E0
4.762533625E0,-2.715387015E-1,-7.093675384E-1,-5.776452649E-1
4.772532625E0,-2.534805261E-1,-6.961157012E-1,-1.887132134E0
4.782531625E0,-2.125956248E-1,-6.280166888E-1,-2.002454429E0
4.792530625E0,2.811005071E-2,-7.756021661E-1,-1.220845419E0
4.802529625E0,3.288188300E-1,-9.691455889E-1,-2.592474157E-1
4.812528625E0,4.383854918E-1,-1.068271974E0,5.911225122E-1
4.822527625E0,4.689114659E-1,-9.914512548E-1,1.369413228E0
4.832526625E0,5.688217434E-1,-7.940916467E-1,1.815189162E0
4.842525625E0,7.514940959E-1,-5.623287758E-1,1.670141961E0
4.852524625E0,9.248925452E-1,-1.831350866E-1,6.794148839E-1
4.862523625E0,9.125071923E-1,2.041198665E-1,-7.365766793E-1
4.872522625E0,7.845169041E-1,3.688330078E-1,-2.093240054E0
4.882521625E0,4.567392439E-1,2.800763673E-1,-3.024624324E0
4.892520625E0,1.034437499E-1,8.058340251E-2,-3.419473933E0
4.902519625E0,-1.339040890E-1,-1.740227857E-1,-3.475321274E0
4.912518625E0,-2.895656674E-1,-3.150506106E-1,-3.440777094E0
4.922517625E0,-3.978191907E-1,-3.560246819E-1,-3.508649234E0
4.932516625E0,-3.222051175E-1,-2.685497510E-1,-3.385830808E0
4.942515625E0,-1.158345846E-1,-6.000558883E-2,-2.962552621E0
4.952514625E0,4.298021447E-1,3.041171944E-1,-2.297331854E0
4.962513625E0,1.231651365E0,8.188660070E-1,-1.399118838E0
4.972512625E0,1.834822943E0,1.221461423E0,-6.943311310E-1
4.982511625E0,1.903691156E0,1.413430483E0,-1.056773132E-1
4.992510625E0,1.245257252E0,1.235730675E0,3.249800599E-1
5.002509625E0,6.047229166E-1,6.208556038E-1,5.211997533E-1
5.012508625E0,-1.325994290E-1,3.069165489E-1,4.728883034E-1
5.022507625E0,-7.295752233E-1,2.287880999E-1,3.685149193E-2
5.032506625E0,-7.334090234E-1,1.898240089E-1,-6.450373489E-1
5.042505625E0,-4.834290060E-1,3.105108324E-1,-1.259235313E0
5.052504625E0,-3.315409282E-1,5.588786262E-1,-1.753739603E0
5.062503625E0,-3.082763189E-1,7.975298095E-1,-2.138622048E0
5.072502625E0,-7.465337567E-2,9.749907580E-1,-1.971720879E0
5.082501625E0,4.283105200E-1,1.412529719E0,-9.735684228E-1
5.092500625E0,4.099398109E-1,1.987313649E0,-2.343873936E-1
5.102499625E0,1.221438034E-1,1.781025050E0,-1.960664964E-1
5.112498625E0,2.569263634E-1,1.007600095E0,1.364903855E-1
5.122497625E0,-7.697195747E-1,1.033403858E0,6.543455315E-1
5.132496625E0,-1.348523758E0,7.909011135E-1,5.535693544E-1
5.142495625E0,-1.371859411E0,4.773696095E-1,2.577715784E-1
5.152494625E0,-1.228336579E0,4.786913726E-1,1.855578804E-1
5.162493625E0,-9.137904368E-1,5.572320503E-1,2.131403661E-1
5.172492625E0,-5.632933471E-1,5.698956576E-1,3.242263538E-1
5.182491625E0,-3.149678725E-1,7.334235683E-1,7.305581403E-1
5.192490625E0,-3.830853036E-1,1.031632444E0,1.155789882E0
5.202489625E0,-7.880467951E-1,1.235623379E0,1.036671574E0
5.212488625E0,-1.379530958E0,1.287313935E0,3.936386508E-1
5.222487625E0,-1.907528976E0,1.347912139E0,1.782371664E-1
5.232486625E0,-2.327218581E0,1.490755524E0,6.568843925E-1
5.242485625E0,-2.358315389E0,1.469213797E0,1.217781478E0
5.252484625E0,-2.071636931E0,1.199140846E0,1.599328086E0
5.262483625E0,-1.766993925E0,8.297228247E-1,2.000346508E0
5.272482625E0,-1.354496981E0,3.976097873E-1,2.600807024E0
5.282481625E0,-8.139686716E-1,-8.361313730E-2,3.422612718E0
5.292480625E0,-4.181876010E-1,-4.840278339E-1,4.292026443E0
5.302479625E0,-5.622946427E-1,-4.493795729E-1,4.621621710E0
5.312479000E0,-3.192417486E-1,-8.168776613E-1,4.376357911E0
5.322478000E0,2.203592654E-1,-1.323959605E0,3.771626589E0
5.332477000E0,-2.385118733E-1,-6.574773002E-1,2.706586663E0
5.342476000E0,-3.775235783E-1,-2.268342528E-1,1.646587622E0
5.352475000E0,1.310243353E-1,-4.658400697E-1,9.670499468E-1
5.362474000E0,2.790384134E-1,-5.826475579E-1,7.949997193E-1
5.372473000E0,1.966887863E-1,-7.772037184E-1,8.334960330E-1
5.382472000E0,2.229653694E-1,-1.089135132E0,7.663623959E-1
5.392471000E0,2.155701765E-1,-1.288773692E0,5.245654106E-1
5.402470000E0,7.122581095E-2,-1.426356338E0,2.354170883E-1
5.412469000E0,-9.217528827E-2,-1.587650027E0,1.850468338E-2
5.422468000E0,-5.896946222E-2,-1.656586946E0,-3.293643022E-1
5.432467000E0,2.901191063E-2,-1.658773220E0,-9.706588483E-1
5.442466000E0,8.738488376E-2,-1.629786233E0,-1.713965088E0
5.452465000E0,1.714421171E-1,-1.549516826E0,-2.359133999E0
5.462464000E0,2.817441393E-1,-1.505247556E0,-2.726102330E0
5.472463000E0,2.991219912E-1,-1.533046973E0,-2.642760211E0
5.482462000E0,1.758738680E-1,-1.595059911E0,-2.080907106E0
5.492461000E0,-1.242631267E-1,-1.712224664E0,-1.183298108E0
5.502460000E0,-2.530036126E-1,-1.832418568E0,-1.505307198E-1
5.512459000E0,-3.085789854E-1,-1.559929255E0,5.344781953E-1
5.522458000E0,-6.247757234E-2,-1.382284119E0,5.916206950E-1
5.532457000E0,4.722731763E-1,-1.516692896E0,-1.870828342E-1
5.542456000E0,1.407599493E-1,-1.125324719E0,-1.628210408E0
5.552455000E0,1.154279108E-1,-8.861835390E-1,-2.829551854E0
5.562454000E0,2.943437927E-1,-7.166528767E-1,-3.434754462E0
5.572453000E0,3.196251798E-1,-4.110440576E-1,-3.333005308E0
5.582452000E0,8.863976933E-2,-2.472536069E-1,-2.916557838E0
5.592451000E0,-3.968402937E-1,-3.519713920E-1,-2.425950133E0
5.602450000E0,-7.599590369E-1,-5.388513279E-1,-1.845770684E0
5.612449000E0,-9.618633934E-1,-6.756709117E-1,-1.272775126E0
5.622448000E0,-1.118001958E0,-7.174937063E-1,-8.864261985E-1
5.632447000E0,-1.115316625E0,-5.074079257E-1,-5.563748485E-1
5.642446000E0,-9.099978597E-1,-2.492311352E-1,-5.260523576E-1
5.652445000E0,-6.568443391E-1,6.347620368E-2,-8.165782839E-1
5.662444000E0,-3.857696141E-1,4.023907632E-1,-1.354539666E0
5.672443000E0,-1.748707051E-1,5.178148001E-1,-2.069695070E0
5.682442000E0,1.878165867E-1,1.206869404E0,-2.476627951E0
5.692441000E0,4.520490461E-1,1.611941700E0,-2.063006440E0
5.702440000E0,6.263090095E-1,1.354098786E0,-8.942491883E-1
5.712439000E0,-2.763301293E-1,1.442617444E0,4.931705403E-1
5.722438000E0,-4.328074674E-1,5.146192968E-1,1.722498515E0
5.732437000E0,-7.827597427E-1,-2.844337124E-1,2.480208201E0
5.742436000E0,-8.927699889E-1,-4.232857883E-1,2.402380591E0
5.752435000E0,-4.938752029E-1,-1.192276508E-1,1.730429678E0
5.762434000E0,5.818856657E-2,3.280510175E-1,9.753483152E-1
5.772433000E0,3.338074552E-1,8.905882466E-1,4.053991556E-1
5.782432000E0,4.934582233E-1,1.301193763E0,2.841735113E-1
5.792431000E0,2.388240416E-1,1.548364339E0,4.578217828E-1
5.802430000E0,-2.241634639E-1,1.563964711E0,1.495220751E-1
5.812429000E0,-5.362732174E-1,1.335670701E0,-3.447898418E-1
5.822428000E0,-8.722474314E-1,1.357995955E0,-5.447032213E-1
5.832427000E0,-7.855956423E-1,1.495093281E0,-4.573633611E-1
5.842426000E0,-3.583985784E-1,1.439599696E0,3.148725629E-2
5.852425000E0,3.599106684E-1,1.094518663E0,6.448478991E-1
5.862424000E0,9.881742559E-1,6.941650701E-1,1.330101812E0
5.872423000E0,1.239088731E0,4.445275533E-1,2.675526254E0
5.882422000E0,1.404899980E0,8.778074026E-2,3.467897649E0
5.892421000E0,1.230527238E0,-3.538635510E-1,3.126637772E0
5.902420000E0,6.663521310E-1,-5.387536794E-1,3.023419797E0
5.912419000E0,2.087069341E-1,-4.551998913E-1,3.124625745E0
5.922418000E0,-2.968762949E-2,-3.357816213E-1,2.941306763E0
5.932417000E0,-1.917740554E-2,-3.528794646E-1,2.588205689E0
5.942416000E0,4.115091305E-1,-5.765179217E-1,1.972659942E0
5.952415000E0,1.401844225E0,-8.484619814E-1,1.113054337E0
5.962414000E0,2.248264359E0,-9.403024435E-1,1.022251171E-1
5.972413000E0,2.510994376E0,-1.026553552E0,-9.481435597E-1
5.982412000E0,2.169598404E0,-1.265229878E0,-1.957055477E0
5.992411000E0,9.872749541E-1,-1.296947515E0,-2.148720190E0
6.002410000E0,-5.721749023E-1,-1.053960037E0,-1.018001999E0
6.012409000E0,-8.977325208E-1,-1.420486903E0,1.738067311E-1
6.022408000E0,-5.684796081E-1,-1.984054703E0,9.153798562E-1
6.032407000E0,-7.611429519E-1,-1.979651750E0,1.066879460E0
6.042406000E0,-1.088448230E0,-1.884144791E0,1.012080524E0
6.052405000E0,-8.624974917E-1,-1.774467398E0,5.643703312E-1
6.062404000E0,-6.480559739E-1,-1.629162920E0,-2.910486674E-1
6.072403000E0,-5.485434533E-1,-1.482146084E0,-1.309209711E0
6.082402000E0,-4.561720640E-1,-1.391974417E0,-1.945739361E0
6.092401000E0,4.051389545E-4,-1.361219817E0,-2.295235627E0
6.102400000E0,-1.055461163E-1,-1.066382154E0,-2.862103304E0
6.112399000E0,-4.287299846E-1,-6.815593502E-1,-3.199463673E0
6.122398000E0,-4.144382201E-2,-7.209862483E-1,-3.120140346E0
6.132397000E0,3.479897305E-2,-7.135640851E-1,-2.762851496E0
6.142396000E0,-8.073543012E-3,-5.787392789E-1,-2.471931467E0
6.152395000E0,1.378903551E-1,-4.623530826E-1,-2.335247539E0
6.162394000E0,2.921039437E-1,-2.911252660E-1,-2.161762404E0
6.172393000E0,4.326482038E-1,-7.730019093E-2,-2.058565480E0
6.182392000E0,4.045021927E-1,2.258691698E-2,-2.112473885E0
6.192391000E0,2.725012994E-1,1.175015527E-1,-2.211224002E0
6.202390000E0,9.149606109E-2,1.272614327E-1,-2.219679075E0
6.212389000E0,-1.051118875E-1,1.197653022E-1,-2.141942682E0
6.222388000E0,-2.042216080E-1,1.121288386E-1,-1.983638674E0
6.232387000E0,-1.258993238E-1,6.344755232E-2,-1.907417294E0
6.242386000E0,1.188130832E-1,2.892284292E-1,-1.597814827E0
6.252385000E0,2.576938105E-1,7.686971891E-1,-1.134774989E0
6.262384000E0,1.222185016E-1,1.029605214E0,-9.334524304E-1
6.272383000E0,-1.682099225E-1,1.101604904E0,-9.772983617E-1
6.282382000E0,-4.343227002E-1,1.190774066E0,-1.149759064E0
6.292381000E0,-4.941669059E-1,1.303977915E0,-1.177602335E0
6.302380000E0,-4.652095936E-1,1.472951922E0,-7.512602073E-1
6.312379375E0,-5.096310371E-1,1.525840572E0,1.478790075E-1
6.322378375E0,-4.567362472E-1,1.361082408E0,1.523943443E0
6.332377375E0,-1.824391218E-1,1.185549871E0,2.887990097E0
6.342376375E0,2.295719191E-1,1.192772352E0,3.722478987E0
6.352375375E0,7.437476315E-1,1.314364909E0,3.853382358E0
6.362374375E0,9.326585978E-1,1.441367894E0,3.175905826E0
6.372373375E0,5.312756022E-1,1.724734198E0,2.276178381E0
6.382372375E0,-1.156548558E-1,2.075832016E0,1.453644708E0
6.392371375E0,-4.975555135E-1,2.095430713E0,8.164455521E-1
6.402370375E0,-7.930822711E-1,1.834222141E0,3.397741002E-1
6.412369375E0,-1.360919855E0,1.800315307E0,1.753749543E-1
6.422368375E0,-1.893499313E0,1.917803996E0,5.609105337E-1
6.432367375E0,-2.048227018E0,1.775193037E0,1.336508022E0
6.442366375E0,-2.197509796E0,1.314937351E0,2.020882514E0
6.452365375E0,-2.460024489E0,7.023312914E-1,2.488986041E0
6.462364375E0,-2.176963850E0,2.379696903E-1,2.615915059E0
6.472363375E0,-1.516472748E0,1.154497647E-1,2.398319700E0
6.482362375E0,-1.095912347E0,4.083490759E-2,1.950687275E0
6.492361375E0,-5.472526073E-1,-1.013497889E-1,2.055634856E0
6.502360375E0,1.724971010E-1,1.509575665E-2,2.385644690E0
6.512359375E0,5.707426268E-1,-3.462919915E-1,2.218656982E0
6.522358375E0,5.749377117E-1,-8.030238533E-1,2.005242966E0
6.532357375E0,3.321386598E-1,-1.183061880E0,1.012973394E0
6.542356375E0,-7.810538176E-1,-1.032805395E0,1.798088980E-1
6.552355375E0,-2.399627137E0,-7.917995381E-1,-3.728079450E-1
6.562354375E0,-2.245118995E0,-1.190668231E0,-1.425457621E-1
6.572353375E0,-7.981323650E-1,-1.269652128E0,9.750091767E-1
6.582352375E0,5.700556520E-1,-1.245480030E0,1.643716639E0
6.592351375E0,1.679961775E0,-1.139474981E0,1.603859679E0
6.602350375E0,1.804337899E0,-1.352808890E0,4.426453346E-1
6.612349375E0,1.461258660E0,-1.473401865E0,-1.825699532E0
6.622348375E0,1.067550574E0,-1.065676687E0,-3.718697008E0
6.632347375E0,8.796797542E-1,-4.162124115E-1,-4.704358057E0
6.642346375E0,7.944851643E-1,4.325770140E-3,-4.924681728E0
6.652345375E0,6.344557889E-2,-1.458704889E-2,-4.382361832E0
6.662344375E0,-1.080037522E0,-5.480004662E-1,-2.898242605E0
6.672343375E0,-1.363544962E0,-1.291030133E0,-1.241645719E0
6.682342375E0,-8.995260081E-1,-1.780232460E0,-3.550476122E-1
6.692341375E0,-5.206694839E-1,-1.970831225E0,-2.135525948E-1
6.702340375E0,-5.378184173E-1,-2.002270827E0,-5.415813929E-1
6.712339375E0,-7.786090967E-1,-1.915897511E0,-1.275856023E0
6.722338375E0,-8.974160403E-1,-1.886465551E0,-1.919020509E0
6.732337375E0,-1.291656370E0,-1.889750809E0,-2.106316767E0
6.742336375E0,-1.528481760E0,-1.907554704E0,-2.254058949E0
6.752335375E0,-1.289831892E0,-1.778703413E0,-2.679073759E0
6.762334375E0,-1.143794684E0,-1.766382160E0,-3.311568246E0
6.772333375E0,-1.248821276E0,-2.171379028E0,-3.646526579E0
6.782332375E0,-9.101425783E-1,-2.326535480E0,-3.563889050E0
6.792331375E0,2.198444912E-1,-1.370188276E0,-1.433391123E0
6.802330375E0,1.174855021E0,2.815957662E-1,1.933252047E0
6.812329375E0,1.066688036E0,7.212566820E-1,3.196985623E0
6.822328375E0,1.115598899E0,7.019164315E-1,2.804795328E0
6.832327375E0,4.323896473E-1,1.153615595E0,2.714623076E0
6.842326375E0,-3.565034958E-1,9.063377219E-1,1.982987294E0
6.852325375E0,-5.912806794E-2,-1.594263813E-1,2.428220022E-1
6.862324375E0,-2.369733247E-1,-6.536646232E-1,-9.297616678E-1
6.872323375E0,-8.230599225E-1,-5.618495965E-1,-1.215422126E0
6.882322375E0,-7.342574544E-1,1.213542831E-1,-8.815197998E-1
6.892321375E0,-1.793608551E-1,9.580224305E-1,2.642660809E-1
6.902320375E0,5.155807983E-1,1.245109317E0,1.858318225E0
6.912319375E0,5.954481362E-1,1.374736826E0,3.013500581E0
6.922318375E0,7.538746436E-1,7.066447824E-1,2.764854167E0
6.932317375E0,1.061460114E0,-1.422861457E-1,1.702979339E0
6.942316375E0,8.834056731E-1,-5.615706843E-1,8.515861487E-1
6.952315375E0,1.809134370E-1,-5.411080608E-1,7.617121053E-1
6.962314375E0,-8.346498348E-1,-1.943409830E-2,1.214968382E0
6.972313375E0,-1.738566809E0,8.947576037E-1,1.961064329E0
6.982312375E0,-2.125378105E0,2.009381626E0,2.555512152E0
6.992311375E0,-1.453883567E0,2.370290779E0,2.301216744E0
7.002310375E0,2.491331944E-1,1.576638258E0,1.382419190E0
7.012309375E0,1.188305371E0,5.935070068E-1,7.647035408E-1
7.022308375E0,1.477436444E0,-5.900343454E-1,4.628919035E-1
7.032307375E0,2.169195385E0,-1.553727698E0,4.876162702E-1
7.042306375E0,2.588781055E0,-1.278570886E0,4.070796454E-1
7.052305375E0,2.727279667E0,-6.288680434E-4,1.555289197E-1
7.062304375E0,1.937258559E0,1.343698051E0,7.354861736E-2
7.072303375E0,-2.534019542E-1,1.815639398E0,4.804253644E-1
7.082302375E0,-2.805119848E0,1.409487705E0,1.495958669E0
7.092301375E0,-4.476972705E0,9.506449986E-1,2.694534382E0
7.102300375E0,-3.786731701E0,-2.186411342E-1,3.563958047E0
7.112299375E0,-1.447386433E0,-1.426818268E0,3.819721692E0
7.122298375E0,1.505038226E-1,-8.747475547E-1,3.602692342E0
7.132297375E0,8.903254142E-1,1.302464363E-1,2.738204897E0
7.142296375E0,1.322783145E0,5.831267372E-1,1.420210329E0
7.152295375E0,1.409900226E0,2.458569995E-1,4.685005528E-1
7.162294375E0,9.786756733E-1,-7.522495562E-1,-5.556199729E-2
7.172293375E0,1.655086550E-1,-1.223685704E0,-1.268378019E-1
7.182292375E0,-5.932333571E-1,-1.190637533E0,4.177122223E-1
7.192291375E0,-1.103029286E0,-1.263148270E0,1.072725506E0
7.202290375E0,-1.594558805E0,-1.140978592E0,1.089925091E0
7.212289375E0,-1.996550788E0,-7.409141439E-1,1.443800336E-1
7.222288375E0,-7.030241865E-1,-3.880530980E-1,-1.425077552E-1
7.232287375E0,6.740904093E-1,2.089780256E-1,-1.494291043E-1
7.242286375E0,1.091468463E0,8.776486507E-1,6.089220214E-1
7.252285375E0,9.785753936E-1,8.761432850E-1,8.000406039E-1
7.262284375E0,1.400905162E-1,6.263332754E-2,-3.951524949E-1
7.272283375E0,-1.329541649E0,-6.297857639E-1,-2.284933417E0
7.282282375E0,-1.292351019E0,-9.649095735E-1,-4.166394337E0
7.292281375E0,-9.413116729E-1,-1.399768463E0,-5.249948886E0
7.302280375E0,-7.095476326E-1,-1.078185928E0,-5.190942294E0
7.312278625E0,2.116107345E-3,-2.264571074E-1,-4.194081488E0
7.322277625E0,7.534888735E-1,5.068547791E-1,-2.938541030E0
7.332276625E0,1.351309956E0,7.989419121E-1,-1.612587233E0
7.342275625E0,1.690309592E0,5.610812724E-1,-5.077195823E-1
7.352274625E0,1.617868730E0,1.996259889E-1,-5.628062010E-2
7.362273625E0,1.339128159E0,4.205492914E-2,-9.264796257E-2
7.372272625E0,8.953186440E-1,6.239446878E-2,-6.361507505E-1
7.382271625E0,3.566219750E-1,2.236942980E-1,-1.121801772E0
7.392270625E0,-2.655518836E-1,3.159522513E-1,-1.312135658E0
7.402269625E0,-5.377371410E-1,3.597057965E-1,-1.272690341E0
7.412268625E0,-2.986003464E-1,4.246657312E-1,-1.097052262E0
7.422267625E0,1.224977061E-1,4.712583920E-1,-8.788599014E-1
7.432266625E0,4.663192490E-1,5.517038003E-1,-7.191040295E-1
7.442265625E0,7.188037750E-1,6.068737417E-1,-6.044857389E-1
7.452264625E0,7.737784195E-1,7.511391699E-1,-3.982059109E-1
7.462263625E0,6.559172630E-1,8.649297872E-1,-2.340728134E-1
7.472262625E0,4.672246903E-1,8.822635657E-1,-1.558557791E-1
7.482261625E0,2.470656189E-1,9.288766918E-1,-1.742727542E-1
7.492260625E0,3.134955436E-2,1.084040160E0,-1.929458374E-1
7.502259625E0,-1.626329944E-1,1.258562883E0,3.670881987E-3
7.512258625E0,-2.572353888E-1,1.424687542E0,3.161390698E-1
7.522257625E0,-1.903435341E-1,1.399269404E0,6.207983011E-1
7.532256625E0,-1.490835339E-2,1.187163118E0,5.794725198E-1
7.542255625E0,2.377743933E-1,9.272555512E-1,5.246022481E-1
7.552254625E0,2.374902186E-1,7.346851051E-1,6.879635131E-1
7.562253625E0,9.678720653E-2,6.543481627E-1,8.556832927E-1
7.572252625E0,1.019257396E-2,6.868045950E-1,1.198680963E0
7.582251625E0,-3.741867185E-2,9.401676652E-1,1.664018757E0
